% https://www.nist.gov/pml/time-and-frequency-division/time-realization/leap-seconds
% pretty sure these are added at the end of the day
1981-06-30	44785	
1982-06-30	45150	
1983-06-30	45515	
1985-06-30	46246	
1987-12-31	47160	
1989-12-31	47891	
1990-12-31	48256	 
1992-06-30	48803	
1993-06-30	49168	
1994-06-30	49533	
1995-12-31	50082	
1997-06-30	50629	
1998-12-31	51178	
2005-12-31	53735	
2008-12-31	54831	
2012-06-30	56108	
2015-06-30	57203	
2016-12-31	57753	
