% amp_lsp amp_dsnr delta_heff veg_correction slope_correction
  0.5434   0.3246   0.0950 -166.4598   0.0365
  0.5037   0.1179   0.6707 -155.1889  -2.8522
  0.6286   0.0703   0.5817 -158.2599   1.6730
  0.5524   0.1114   0.5995 -182.4650  -8.2949
  0.5851   0.1133   0.4986 -189.7958   1.6782
  0.5756   0.0718   0.6529 -131.9066   1.6705
  0.6189   0.2504   0.1603 -139.8042   0.8674
  0.6041   0.0743   0.6054 -157.4646   1.6717
  0.4138   0.1688   0.6825 -145.0601   0.3611
  0.5860   0.0936   0.5460 -185.4707   1.6773
  0.5725   0.0840   0.6351 -155.9205   1.6738
  0.6180   0.1734   0.4333 -188.4557  -1.3511
  0.3335   0.1844   0.6173 -154.5674   0.5105
  0.4762   0.2143   0.4629 -189.0608   0.3304
  0.5234   0.0868   0.6766 -144.8176   1.6748
  0.5241   0.0843   0.6766 -143.8111   1.6738
  0.6223   0.1080   0.7597 -81.2508  -3.8572
  0.5686   0.1156   0.5164 -184.8047 -19.5898
  0.5994   0.0841   0.5520 -179.0539   1.6763
  0.5486   0.1097   0.6054 -177.4723  -9.1742
  0.6266   0.1137   0.7063 -95.9403  -4.1491
  0.6983   0.2564   0.1721 -104.1181   1.1794
  0.5095   0.2492   0.4511 -199.7584  -0.4489
  0.4368   0.0846   0.7419 -145.2243  -9.4478
  0.4742   0.0450   0.7656 -122.0146   1.6626
  0.5722   0.1070   0.5401 -186.3116   1.6788
  0.4819   0.1567   0.6707 -158.1099  -0.0850
  0.5255   0.0586   0.7478 -90.6635   1.6729
  0.5077   0.1561   0.6410 -170.8629  -0.7337
  0.6222   0.1100   0.4689 -191.6768   1.6760
  0.4489   0.2562   0.0950 -158.0642   0.4231
  0.5211   0.2919   0.1009 -155.1943   0.4631
  0.6086   0.0836   0.6291 -134.1331   1.6752
  0.3544   0.2061   0.5282 -159.2345   0.4954
  0.4244   0.1295   0.7122 -149.1230   0.0505
  0.5203   0.2964   0.1009 -159.8969   0.2758
  0.5349   0.2971   0.1009 -144.5811   0.3356
  0.4730   0.0651   0.7300 -132.4882   1.6703
  0.5780   0.0890   0.5876 -176.2991   1.6778
  0.5783   0.0758   0.6588 -124.8718   1.6730
  0.5680   0.2490   0.4214 -213.6560  -0.7884
  0.5791   0.0999   0.5401 -183.3834   1.6782
  0.4840   0.2876   0.4214 -195.7340  -0.7118
  0.5707   0.0849   0.6351 -156.8623   1.6743
  0.6037   0.0814   0.6410 -126.2670   1.6760
  0.4929   0.0568   0.7478 -114.3292   1.6687
  0.4846   0.1646   0.6351 -169.0722  -0.3480
  0.5680   0.0758   0.6469 -145.4331   1.6698
  0.4729   0.1230   0.6885 -151.8029  -0.9366
  0.3804   0.1776   0.5164 -165.8084   0.5669
  0.5003   0.1552   0.4926 -178.3297  -0.2229
  0.5253   0.0683   0.6885 -132.3979   1.6687
  0.5160   0.0605   0.7004 -127.1557   1.6663
  0.5163   0.2590   0.1187 -144.1790   0.3315
  0.6491   0.2083   0.1840 -121.1625   1.1660
  0.6012   0.2629   0.1543 -162.5086   0.6088
  0.5582   0.2445   0.4273 -209.9435  -0.5277
  0.4816   0.2834   0.4629 -190.6731  -0.7214
  0.5872   0.0794   0.6232 -154.7594   1.6722
  0.5550   0.2866   0.3977 -228.0644  -1.7002
  0.4698   0.1650   0.4986 -175.2204   0.2242
  0.3013   0.2003   0.6766 -143.9765   0.5264
  0.5069   0.2858   0.4392 -205.2329  -1.1148
  0.6158   0.2024   0.4214 -195.4074  -0.1209
  0.4371   0.2355   0.4867 -180.6101   0.1682
  0.4956   0.2750   0.4570 -198.2419  -0.7814
  0.4228   0.2332   0.4986 -167.7020   0.0786
  0.6201   0.1062   0.6944 -100.9346  -6.0440
  0.5043   0.1929   0.4511 -185.4519   0.3491
  0.5347   0.0889   0.6707 -145.6928   1.6749
  0.3842   0.1711   0.5579 -162.7271   0.4402
  0.4007   0.2388   0.1009 -157.8087   0.6826
  0.3112   0.2062   0.6825 -146.4490   0.6998
  0.5769   0.0754   0.6707 -117.6877   1.6742
  0.5828   0.0896   0.7360 -85.3162 -12.3813
  0.5190   0.2625   0.1246 -156.7238   0.2248
  0.6041   0.0934   0.6825 -106.0638 -26.8123
  0.5635   0.2243   0.4333 -202.1131  -0.2132
  0.5030   0.3197   0.4036 -210.3173  -0.8085
  0.6419   0.2340   0.3977 -214.6635  -0.7078
  0.6209   0.2856   0.1424 -112.3997   0.8978
  0.4814   0.2889   0.4451 -191.4681  -0.7477
  0.4878   0.0512   0.7597 -112.6243   1.6670
  0.5552   0.1912   0.4392 -188.2950   0.0376
  0.4144   0.1674   0.2790 -146.1786   0.5346
  0.5703   0.0862   0.6291 -163.3350   1.6763
  0.3710   0.1750   0.6944 -138.0053   0.4966
  0.5550   0.1684   0.4392 -182.0450  -0.0604
  0.5971   0.2038   0.4214 -195.3284   0.1183
  0.4917   0.2679   0.4570 -197.6307  -0.5315
  0.5665   0.0978   0.5876 -177.4316   1.6788
  0.5127   0.3037   0.0950 -165.3389   0.0267
  0.5905   0.1802   0.4333 -187.0349  -0.3225
  0.6251   0.2572   0.1721 -173.8578   0.6163
  0.3658   0.2233   0.1009 -159.4153   0.7976
  0.4539   0.0609   0.7775 -133.6574   1.6716
  0.4750   0.1127   0.6885 -147.6050  -2.3141
  0.6752   0.2234   0.1781 -145.9760   1.0604
  0.5672   0.0872   0.6291 -167.1288   1.6772
  0.5378   0.1708   0.4392 -180.8164   0.1774
  0.4789   0.2946   0.4511 -189.8623  -0.6342
  0.3623   0.1825   0.5520 -164.6765   0.6821
  0.6043   0.0904   0.5223 -183.5015   1.6757
  0.6091   0.0678   0.5876 -166.6749   1.6743
  0.4703   0.1015   0.7004 -146.9929  -4.0608
  0.5179   0.2694   0.4451 -207.1770  -0.8184
  0.5904   0.0951   0.5342 -190.3231   1.6767
  0.5689   0.2725   0.4036 -226.7728  -1.2629
  0.6158   0.0916   0.5045 -182.5034   1.6751
  0.5215   0.1179   0.6588 -160.4159  -4.7358
  0.5523   0.2265   0.1603 -146.0628   0.6351
  0.5817   0.0835   0.6351 -146.8444   1.6730
  0.4816   0.2651   0.1009 -147.9617   0.1743
  0.3436   0.1825   0.5935 -157.6797   0.5372
  0.4711   0.2900   0.4570 -183.3866  -0.4960
  0.6037   0.0832   0.5401 -181.5214   1.6755
  0.5190   0.3036   0.1424 -201.3263  -0.2093
  0.5291   0.2142   0.4392 -196.2195   0.2669
  0.6796   0.1776   0.4214 -195.7737  -8.1341
  0.5531   0.1110   0.5757 -180.9270  -8.4072
  0.6287   0.3247   0.1246 -112.3160   0.7523
  0.6258   0.1363   0.4511 -188.3799 -171.5577
  0.5404   0.0838   0.6647 -148.3353   1.6729
  0.5128   0.1628   0.4570 -178.5167   0.0721
  0.6179   0.2660   0.1543 -158.4348   0.6993
  0.3800   0.2141   0.4986 -175.1471   0.6129
  0.5108   0.1460   0.5282 -179.4794  -0.7616
  0.4807   0.1367   0.6766 -155.8674  -0.4700
  0.5094   0.2685   0.1068 -132.1699   0.3670
  0.4524   0.1608   0.6766 -151.9863   0.0468
  0.4114   0.1694   0.5757 -165.2856   0.3265
  0.6634   0.2659   0.1603 -141.6415   0.9433
  0.5562   0.1997   0.4333 -191.6592   0.1240
  0.5978   0.0786   0.6054 -159.9674   1.6741
  0.6021   0.0779   0.5638 -176.7107   1.6758
  0.6153   0.2160   0.4155 -202.2904  -0.3721
  0.5982   0.2019   0.4273 -194.9560  -0.2848
  0.5970   0.0897   0.6825 -109.5988   1.6781
  0.5860   0.0794   0.6173 -159.9503   1.6739
  0.5826   0.3086   0.1187 -154.5858   0.4125
  0.6206   0.0960   0.6529 -120.5756   1.6788
  0.5463   0.3058   0.1009 -151.3954   0.4241
  0.5634   0.1161   0.5342 -187.1176 -12.6724
  0.4467   0.1766   0.6469 -160.1910   0.1467
  0.3928   0.1928   0.5045 -168.9272   0.5124
  0.6496   0.2511   0.1721 -165.7339   0.7895
  0.5790   0.2339   0.1603 -149.8914   0.6931
  0.5410   0.1148   0.6054 -176.3973  -5.9192
  0.6231   0.0691   0.5579 -167.8113   1.6742
  0.4547   0.0686   0.7419 -137.4288   1.6728
  0.4993   0.3188   0.4451 -206.6487  -1.0045
  0.5721   0.1589   0.4451 -183.5083  -0.8506
  0.5868   0.0781   0.5935 -178.3526   1.6767
  0.5036   0.3283   0.0890 -186.7350  -0.3058
  0.6100   0.1064   0.7360 -83.4105  -3.9434
  0.6011   0.0763   0.6173 -148.9539   1.6714
  0.5755   0.0855   0.7360 -85.1697 -21.0165
  0.4571   0.1592   0.6232 -165.5136  -0.2747
  0.5240   0.3128   0.3917 -220.8575  -1.2613
  0.5562   0.3167   0.1009 -155.7573   0.2667
  0.4916   0.3083   0.4511 -199.5695  -0.8561
  0.5638   0.0921   0.6291 -165.4997   1.6775
  0.5176   0.2996   0.4155 -215.4236  -1.4135
  0.5235   0.1325   0.6410 -170.8048  -2.0999
  0.5854   0.0899   0.5579 -184.2879   1.6773
  0.6593   0.1527   0.4333 -191.5967 -158.7208
  0.4164   0.2480   0.0950 -146.4469   0.5221
  0.3785   0.1867   0.6529 -153.2170   0.4981
  0.5955   0.0904   0.6885 -99.3692 -12.8130
  0.4723   0.1931   0.4629 -182.9590   0.4775
  0.4744   0.1924   0.4629 -181.7240   0.3678
  0.6412   0.1099   0.4629 -189.5606   1.6753
  0.5756   0.0838   0.6291 -154.5424   1.6735
  0.6371   0.1191   0.7122 -96.0439  -4.8240
  0.4774   0.1500   0.6647 -156.8813  -0.4701
  0.4088   0.1655   0.6885 -143.6108   0.3671
  0.4782   0.0825   0.7063 -139.4198   1.6761
  0.4956   0.2770   0.4570 -198.9871  -0.7568
  0.5086   0.0630   0.7063 -125.2276   1.6682
  0.6484   0.1144   0.7656 -87.0375  -2.9221
  0.5295   0.0899   0.6707 -151.1784   1.6763
  0.4763   0.0793   0.7122 -139.8488   1.6751
  0.6071   0.2514   0.3977 -222.9481  -1.0281
  0.4519   0.1636   0.6291 -163.4699  -0.1576
  0.5993   0.1689   0.4333 -186.1406  -0.9638
  0.6118   0.0781   0.6113 -144.9607   1.6728
  0.5444   0.0690   0.7182 -97.4848   1.6748
  0.4255   0.1942   0.4867 -173.9500   0.4128
  0.5342   0.0898   0.6707 -146.0781   1.6752
  0.5586   0.2503   0.1484 -106.9050   0.8798
  0.6129   0.0684   0.5817 -164.5340   1.6741
  0.5186   0.1362   0.6232 -174.0536  -1.8868
  0.5009   0.1437   0.6529 -163.6852  -1.0136
  0.6718   0.1448   0.4333 -194.1440   1.6775
  0.4757   0.2294   0.4629 -192.9603   0.2267
  0.4516   0.0894   0.7241 -139.0687 -31.7762
  0.2912   0.2043   0.6410 -150.7756   0.5995
  0.4997   0.3153   0.4451 -206.3681  -1.0168
  0.3390   0.1957   0.6351 -158.6862   0.7479
  0.5653   0.2773   0.1246 -129.5799   0.6121
  0.5351   0.0839   0.6707 -144.6507   1.6731
  0.4855   0.1078   0.6885 -155.4419  -1.7989
  0.4406   0.1961   0.4748 -180.1912   0.5387
  0.5462   0.2502   0.4333 -210.9825  -0.3992
  0.5928   0.0853   0.6707 -115.6213   1.6768
  0.4536   0.2020   0.4748 -178.8798   0.2449
  0.6941   0.1771   0.4155 -197.7122 -16.8632
  0.6840   0.2004   0.4095 -200.5471  -2.7889
  0.5856   0.2433   0.1603 -150.9055   0.6873
  0.5949   0.0748   0.5935 -171.2046   1.6758
  0.5572   0.1366   0.4808 -183.1415  -2.7224
  0.6005   0.0858   0.6588 -115.8286   1.6778
  0.5547   0.1242   0.5460 -188.5653  -5.1927
  0.5899   0.1371   0.4570 -189.0945  -6.4781
  0.5252   0.2953   0.4155 -218.0084  -1.5334
  0.4737   0.2682   0.4689 -187.9296  -0.4732
  0.4003   0.1704   0.5579 -165.2105   0.4281
  0.5129   0.2835   0.1009 -135.4636   0.4222
  0.4861   0.0660   0.7300 -125.6291   1.6709
  0.5012   0.3264   0.4214 -210.3061  -0.9445
  0.3917   0.1835   0.4926 -171.6504   0.6827
  0.5406   0.1256   0.5817 -183.3556  -3.3799
  0.5305   0.2929   0.1128 -164.5754   0.1287
  0.4337   0.1624   0.5579 -167.8318   0.1779
  0.5284   0.0593   0.7063 -108.2806   1.6692
  0.6528   0.2130   0.4095 -202.7195  -0.8657
  0.6223   0.2230   0.4095 -206.5038  -0.1402
  0.6461   0.2581   0.1603 -145.3532   0.8966
  0.5176   0.1279   0.6351 -168.6922  -2.6953
  0.5321   0.3145   0.3977 -226.6940  -1.5623
  0.4337   0.2404   0.4926 -172.5828   0.0092
  0.6473   0.1148   0.7656 -86.2523  -2.7599
  0.5427   0.0822   0.6707 -140.7364   1.6725
  0.5829   0.3330   0.1009 -153.7103   0.2618
  0.5840   0.0811   0.6351 -145.2891   1.6723
  0.5295   0.2602   0.4392 -208.6682  -0.7084
  0.5525   0.1012   0.6232 -167.6090   1.6788
  0.4791   0.1195   0.6885 -154.3083  -1.0003
  0.3648   0.1842   0.6885 -138.7184   0.6566
  0.4342   0.2559   0.0890 -173.0500   0.3130
  0.4551   0.1585   0.5104 -171.8901   0.1667
  0.5604   0.0889   0.6410 -156.9117   1.6755
  0.6074   0.0818   0.6410 -122.5072   1.6774
  0.3632   0.1932   0.5164 -165.6767   0.6032
  0.6079   0.1347   0.4570 -188.6841 -18.1950
  0.6718   0.1705   0.4214 -194.3669  -8.3414
  0.4829   0.2944   0.4273 -195.0605  -0.6136
  0.3550   0.2047   0.5282 -160.0817   0.5074
  0.5995   0.2255   0.4155 -206.6466  -0.1206
  0.5127   0.1666   0.4511 -178.5007   0.1998
  0.4200   0.1510   0.6944 -146.5785   0.2856
  0.6119   0.0686   0.5817 -165.1842   1.6742
  0.5350   0.0620   0.7478 -85.2600   1.6752
  0.5726   0.2177   0.1662 -127.8931   0.9105
  0.6417   0.1110   0.7775 -81.7141  -2.3553
  0.5857   0.2236   0.1721 -107.7643   1.0513
  0.5532   0.2995   0.1068 -130.3485   0.4328
  0.6294   0.1100   0.6825 -104.9652  -5.2843
  0.5766   0.0823   0.6173 -166.1115   1.6762
  0.4546   0.1691   0.4689 -173.9494   0.4775
  0.5137   0.1910   0.4451 -185.9013   0.3933
  0.5526   0.2566   0.4273 -214.0695  -0.7120
  0.6022   0.3307   0.1068 -130.7904   0.4784
  0.5688   0.2318   0.4273 -205.9829  -0.3629
  0.6102   0.1641   0.4392 -186.8951  -1.7828
  0.4837   0.2966   0.4392 -194.4015  -0.7110
  0.5157   0.0673   0.6944 -130.1503   1.6690
  0.4469   0.0688   0.7716 -135.6414   1.6748
  0.5144   0.2847   0.1068 -155.0762   0.1259
  0.5332   0.1221   0.6529 -169.5363  -3.1316
  0.5497   0.2908   0.3977 -227.6313  -1.6935
  0.3997   0.1818   0.6113 -163.2885   0.4681
  0.5123   0.1366   0.6410 -168.3382  -1.7085
  0.5755   0.2302   0.1781 -172.0823   0.4115
  0.6737   0.2157   0.1840 -104.1159   1.2377
  0.4916   0.3069   0.4570 -201.0555  -0.8211
  0.5978   0.0963   0.7122 -95.3360 -16.2270
  0.6690   0.1646   0.4273 -193.1329 -17.7866
  0.5881   0.0810   0.5817 -179.4483   1.6768
  0.4749   0.1643   0.5520 -175.1224   0.0195
  0.4399   0.1630   0.5757 -167.8837   0.0902
  0.6099   0.1678   0.4333 -187.1569  -1.2882
  0.6076   0.0867   0.5223 -182.6400   1.6752
  0.6151   0.0816   0.5282 -178.3802   1.6747
  0.4361   0.1604   0.2790 -148.3092   0.5529
  0.4842   0.2885   0.4036 -195.2741  -0.4737
  0.4073   0.2334   0.0950 -154.1001   0.2941
  0.4977   0.1456   0.6707 -160.9890  -0.4997
  0.6077   0.0781   0.5995 -156.8294   1.6734
  0.4267   0.2482   0.4986 -163.8027  -0.0080
  0.4386   0.1670   0.6825 -150.9800   0.4193
  0.4967   0.3041   0.4392 -202.9417  -0.9909
  0.4364   0.2154   0.4867 -177.9431   0.2562
  0.4754   0.0819   0.7063 -141.5338   1.6762
  0.5819   0.0828   0.6291 -152.0120   1.6730
  0.5855   0.0804   0.6351 -144.4324   1.6722
  0.5747   0.1002   0.5579 -185.1487   1.6785
  0.4810   0.2952   0.4570 -190.8110  -0.6928
  0.5434   0.0637   0.7597 -75.1841   1.6777
  0.4574   0.1202   0.6944 -146.5942  -1.0355
  0.5529   0.1324   0.4986 -185.6374  -3.4575
  0.5419   0.0671   0.7004 -113.2070   1.6713
  0.5727   0.1732   0.4392 -184.3871  -0.3333
  0.4279   0.1912   0.4748 -178.5976   0.6357
  0.5136   0.1068   0.6766 -155.2675  -6.9837
  0.5846   0.2538   0.1484 -145.0471   0.6942
  0.6033   0.0982   0.7597 -78.4411  -4.8636
  0.5853   0.2975   0.1484 -188.9991   0.2730
  0.4542   0.2165   0.4748 -181.5530   0.1760
  0.5218   0.3104   0.4214 -220.3247  -1.4549
  0.3725   0.1947   0.5045 -169.5829   0.6444
  0.5835   0.0791   0.6825 -104.8493   1.6779
  0.6044   0.0996   0.7478 -85.3507  -7.7056
  0.6088   0.0719   0.5817 -167.0684   1.6749
  0.5057   0.1014   0.6825 -147.5938 -66.8834
  0.4895   0.1551   0.5876 -175.1397  -0.4980
  0.5915   0.0838   0.6588 -122.6743   1.6756
  0.5889   0.2820   0.1603 -186.2165   0.3161
  0.5445   0.1232   0.5460 -182.1011  -3.8052
  0.6017   0.1934   0.4273 -191.9322  -0.3977
  0.6715   0.1425   0.4333 -193.5386   1.6773
  0.5140   0.0482   0.7716 -87.7573   1.6695
  0.5508   0.2184   0.4333 -198.6657  -0.0138
  0.5518   0.1119   0.5757 -180.7879  -7.6295
  0.6847   0.1931   0.4095 -198.2377  -3.1429
  0.6039   0.0730   0.5995 -161.0197   1.6734
  0.4114   0.1048   0.7538 -142.0007  -0.6938
  0.6068   0.2958   0.1306 -146.7980   0.6238
  0.4345   0.0948   0.7300 -149.0749  -1.6438
  0.5521   0.2563   0.4273 -213.3970  -0.8118
  0.5515   0.3107   0.1068 -157.9450   0.1987
  0.6141   0.0819   0.6173 -138.0673   1.6746
  0.5417   0.2611   0.4273 -212.0658  -0.9716
  0.5725   0.2185   0.1662 -146.0414   0.7478
  0.5875   0.0779   0.6291 -149.0018   1.6713
  0.5508   0.2885   0.3977 -227.0306  -1.7323
  0.6494   0.1138   0.7775 -84.6739  -2.1068
  0.5547   0.1086   0.5876 -181.2305 -10.6174
  0.5548   0.1631   0.4451 -181.7783  -0.3395
  0.4183   0.1928   0.6469 -158.0766   0.5108
  0.4914   0.0456   0.7656 -107.5033   1.6643
  0.5443   0.1550   0.4570 -180.6363  -0.6009
  0.4047   0.1887   0.6469 -156.4188   0.4879
  0.5435   0.1162   0.6173 -178.0883  -5.4994
  0.5351   0.0898   0.6707 -145.5422   1.6751
  0.3665   0.1819   0.5935 -161.5993   0.5722
  0.5822   0.1616   0.4392 -184.9899  -0.8463
  0.3505   0.2027   0.2374 -139.8295   0.8137
  0.4592   0.2669   0.4808 -180.4593  -0.3296
  0.5260   0.0848   0.6766 -142.8751   1.6739
  0.4419   0.0661   0.7953 -139.8746   1.6749
  0.5628   0.1910   0.4333 -188.6604   0.0935
  0.5158   0.1299   0.6469 -165.5631  -2.2418
  0.3424   0.1938   0.6469 -155.5154   0.6618
  0.6124   0.0807   0.5282 -181.4260   1.6744
  0.5681   0.1036   0.5698 -186.0837 -72.9928
  0.5544   0.0712   0.7597 -79.5010   1.6780
  0.5560   0.0710   0.7597 -70.6410 -10.1648
  0.5688   0.0821   0.6529 -140.6350   1.6725
  0.6054   0.1042   0.4926 -188.7182   1.6764
  0.5069   0.2972   0.1306 -196.3985  -0.2407
  0.3353   0.1855   0.5995 -157.4017   0.5720
  0.4875   0.1503   0.5876 -173.7752  -0.6063
  0.6327   0.1378   0.4451 -191.5894   1.6787
  0.4470   0.1370   0.6885 -148.0072  -0.2209
  0.4896   0.1638   0.6232 -171.9012  -0.4135
  0.6148   0.0802   0.6113 -144.5542   1.6736
  0.6435   0.1635   0.4333 -190.3597  -4.8918
  0.5923   0.2560   0.1543 -153.3483   0.6597
  0.6723   0.1359   0.4392 -191.8732   1.6766
  0.5182   0.2611   0.1187 -132.3148   0.4325
  0.4713   0.1850   0.4570 -181.4796   0.6181
  0.4910   0.0855   0.7004 -140.1263   1.6761
  0.4807   0.2793   0.4570 -189.5041  -0.7385
  0.5447   0.2612   0.1306 -138.6264   0.5261
  0.4899   0.1588   0.5342 -177.4845  -0.1701
  0.5666   0.0909   0.6173 -171.0461   1.6779
  0.6787   0.2202   0.3977 -206.8779  -0.8988
  0.4089   0.1818   0.6232 -162.3008   0.4022
  0.4979   0.0961   0.6885 -152.2009 -13.3486
  0.4948   0.1358   0.6707 -158.1694  -0.9193
  0.4491   0.2648   0.4867 -177.3090  -0.1858
  0.4245   0.2489   0.0890 -163.0713   0.1062
  0.6205   0.3098   0.1306 -114.1398   0.7830
  0.4934   0.1566   0.4867 -177.3236  -0.1052
  0.4269   0.2272   0.4926 -170.4179   0.0927
  0.6621   0.1691   0.4273 -192.7642  -7.1226
  0.4927   0.0503   0.7478 -111.1409   1.6658
  0.6154   0.0928   0.5045 -182.1568   1.6753
  0.6208   0.0801   0.5164 -182.3207   1.6733
  0.5608   0.0983   0.6054 -174.3429   1.6788
  0.6438   0.2548   0.1603 -126.6136   0.9951
  0.6790   0.2041   0.4095 -200.3387  -1.6587
  0.5509   0.0913   0.6588 -149.9799   1.6753
  0.6076   0.0741   0.5995 -159.8581   1.6732
  0.4739   0.2763   0.4689 -192.8126  -0.3810
  0.5129   0.0606   0.7004 -129.2832   1.6660
  0.4205   0.2374   0.0950 -144.2116   0.3742
  0.6193   0.0733   0.5876 -159.3997   1.6735
  0.5709   0.0969   0.5757 -179.7677   1.6787
  0.5254   0.2586   0.1246 -139.3949   0.4268
  0.5216   0.2925   0.4214 -214.9355  -1.4190
  0.4710   0.1565   0.4926 -173.6248   0.0690
  0.6830   0.2399   0.1781 -109.0612   1.1811
  0.3804   0.1915   0.5104 -165.4782   0.5050
  0.4086   0.1665   0.5757 -164.1165   0.2774
  0.4147   0.1814   0.6232 -162.8761   0.3749
  0.5064   0.3284   0.4095 -214.1575  -0.9546
  0.5712   0.0828   0.6469 -145.5462   1.6725
  0.4993   0.2778   0.4511 -203.2939  -0.6415
  0.5534   0.1044   0.6054 -175.4418 -18.4654
  0.5691   0.0889   0.6173 -169.5243   1.6775
  0.6259   0.1049   0.6707 -110.5866  -8.8123
  0.5001   0.3255   0.4214 -209.3486  -0.9032
  0.5176   0.0618   0.7063 -118.9144   1.6685
  0.6140   0.0925   0.5045 -184.1308   1.6751
  0.5593   0.1622   0.4392 -183.0762  -0.4124
  0.4362   0.2148   0.4808 -180.4354   0.3544
  0.6249   0.0736   0.5876 -157.7237   1.6733
  0.4738   0.2026   0.4570 -186.6737   0.4807
  0.5718   0.1613   0.4392 -183.5855  -0.6658
  0.6104   0.1517   0.4451 -187.1651  -3.5936
  0.5721   0.0853   0.6291 -162.0013   1.6758
  0.4188   0.1669   0.6351 -159.0430   0.0632
  0.3850   0.1426   0.7241 -141.6182   0.3401
  0.4358   0.0862   0.7360 -146.6435  -5.3830
  0.6334   0.1266   0.4570 -189.5090   1.6776
  0.5185   0.2423   0.4451 -199.9057  -0.4545
  0.4766   0.0587   0.7478 -124.7140   1.6688
  0.4820   0.2119   0.4629 -186.6032   0.1525
  0.5973   0.0785   0.5876 -168.4553   1.6760
  0.5464   0.0694   0.7478 -86.2326   1.6766
  0.5127   0.3014   0.4392 -212.3166  -1.1939
  0.5497   0.3138   0.1009 -154.7440   0.1944
  0.4877   0.1678   0.4570 -176.6667   0.3490
  0.5417   0.1261   0.5995 -183.8697  -3.4745
  0.4593   0.0765   0.7182 -142.2506   1.6755
  0.4937   0.2480   0.4570 -195.2725  -0.3259
  0.4474   0.0681   0.7716 -135.4865   1.6745
  0.5911   0.0958   0.5342 -182.9208   1.6772
  0.5142   0.1035   0.6766 -151.7453 -24.0322
  0.5859   0.0827   0.5817 -180.8276   1.6771
  0.5066   0.1846   0.4511 -183.0725   0.4041
  0.5796   0.1072   0.5223 -189.5456   1.6782
  0.6065   0.0879   0.6529 -123.0355   1.6771
  0.4820   0.0459   0.7538 -118.1141   1.6624
  0.6234   0.1107   0.7360 -89.6092  -5.5123
  0.5170   0.2716   0.1187 -160.8168   0.1467
  0.5965   0.2409   0.4095 -214.4396  -0.6301
  0.4043   0.1717   0.6885 -143.9348   0.5026
  0.5381   0.1133   0.6351 -169.7320  -7.0231
  0.6567   0.2468   0.1781 -90.9340   1.1796
  0.6021   0.0702   0.5757 -177.3334   1.6751
  0.4415   0.1255   0.7004 -145.6080  -0.4876
  0.3953   0.2322   0.0890 -161.0607   0.3502
  0.5168   0.2998   0.0950 -161.9972   0.1531
  0.5916   0.2022   0.4273 -194.7690  -0.2969
  0.5382   0.3141   0.1009 -162.4108   0.0813
  0.4039   0.1942   0.4867 -175.3690   0.6343
  0.5902   0.0793   0.6054 -163.2122   1.6751
  0.5026   0.2024   0.4511 -189.3998   0.4036
  0.5970   0.0751   0.6173 -150.4466   1.6706
  0.3574   0.1860   0.6825 -140.6706   0.5394
  0.4975   0.3256   0.0890 -190.0415  -0.3325
  0.5474   0.0911   0.6588 -152.3192   1.6756
  0.5571   0.0947   0.6351 -165.8546   1.6780
  0.6040   0.0749   0.5638 -176.9342   1.6754
  0.4164   0.1357   0.7063 -141.8664  -0.0569
  0.5620   0.3029   0.1187 -169.3139   0.2658
  0.5524   0.3223   0.1068 -141.6832   0.5481
  0.6850   0.1877   0.4155 -197.9421  -5.6285
  0.5235   0.3036   0.4036 -219.4889  -1.4579
  0.5882   0.0803   0.6054 -164.1934   1.6755
  0.4356   0.1643   0.6766 -148.7924   0.2078
  0.4715   0.1679   0.5817 -173.4455  -0.0367
  0.4380   0.1511   0.6825 -146.6650  -0.0912
  0.4936   0.2488   0.4570 -196.8443  -0.2372
  0.5915   0.0805   0.6113 -158.0278   1.6737
  0.5282   0.2496   0.4392 -205.7121  -0.4259
  0.6139   0.1821   0.4214 -188.3435  -0.3906
  0.5095   0.3091   0.3739 -207.4133  -0.4883
  0.5652   0.0826   0.6469 -148.0883   1.6722
  0.6225   0.1084   0.7597 -80.7551  -3.6925
  0.5416   0.0823   0.6647 -147.3948   1.6721
  0.4454   0.1610   0.6647 -152.5287  -0.0738
  0.5578   0.1110   0.5876 -185.9736  -9.8088
  0.5257   0.3015   0.1009 -156.8768   0.1546
  0.6746   0.1793   0.4214 -195.3455  -5.8117
  0.5051   0.2679   0.1068 -138.4644   0.2949
  0.4469   0.0688   0.7716 -135.6414   1.6748
  0.5378   0.2122   0.4392 -194.5951   0.0116
  0.5237   0.1305   0.5817 -178.4400  -2.1287
  0.6299   0.2072   0.4155 -198.8131  -0.5495
  0.5272   0.1467   0.4808 -180.7880  -0.8943
  0.4998   0.2648   0.1187 -163.5073   0.0317
  0.6001   0.1439   0.4511 -187.4814  -4.6502
  0.4352   0.1752   0.6707 -151.7141   0.2883
  0.5407   0.0705   0.6885 -124.4434   1.6706
  0.5262   0.0576   0.7360 -92.0489   1.6723
  0.3662   0.1840   0.5460 -165.9604   0.7351
  0.4622   0.1599   0.6707 -153.9499   0.0109
  0.4051   0.1797   0.6529 -155.1626   0.3363
  0.6621   0.2211   0.1781 -127.6174   1.1281
  0.5630   0.2951   0.1187 -155.4039   0.3625
  0.6867   0.1878   0.4155 -198.1277  -5.7545
  0.5946   0.3138   0.1187 -118.4146   0.6174
  0.6649   0.2197   0.4036 -206.6487  -0.9322
  0.6749   0.3653   0.1187 -118.1671   0.6964
  0.6852   0.1582   0.4214 -195.7515   1.6782
  0.4392   0.0813   0.7419 -142.4743   1.6787
