% amp_lsp amp_dsnr delta_heff veg_correction slope_correction
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.4302   0.2470   0.0950 -153.9784   0.4410
  0.9528   0.9259   0.0119  -7.4931   0.0918
  0.6886   0.5007   0.0950 -52.1107   0.6595
  0.8671   0.8486   0.0119 -10.5919   0.2328
  0.7215   0.5403   0.0772 -65.3625   0.3786
  0.8727   0.8159   0.0297 -15.2830   0.2089
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.9894   0.9877   0.0000  -1.7466   0.0409
  0.7856   0.6882   0.0475 -28.7023   0.4177
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.8058   0.6695   0.0594 -38.1043   0.3184
  0.7292   0.5484   0.0831 -49.2346   0.5592
  0.7397   0.5619   0.0772 -52.9998   0.4353
  1.0000   1.0000   0.0000   0.0000   0.0017
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6986   0.1951   0.1899 -95.3197   1.3268
  0.6518   0.4256   0.1009 -69.9021   0.6309
  0.9489   0.9569   0.0000  -0.1919   0.1547
  0.6527   0.4348   0.1009 -65.0757   0.6530
  0.7806   0.6911   0.0475 -27.8691   0.4415
  0.8892   0.8424   0.0237 -13.1612   0.1869
  0.3464   0.2313   0.0890 -143.4780   0.6461
  0.6525   0.4730   0.0950 -50.8477   0.6915
  0.9419   0.9488   0.0000  -2.3611   0.1028
  0.9201   0.9102   0.0059  -6.0597   0.1417
  0.8254   0.7132   0.0475 -31.1840   0.2577
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6015   0.4526   0.1009 -43.7194   0.8285
  0.8261   0.7385   0.0415 -23.2425   0.3033
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7251   0.5271   0.0831 -57.3719   0.5108
  0.8127   0.7789   0.0178 -16.1078   0.3310
  0.7651   0.6209   0.0653 -40.2044   0.3776
  0.7836   0.6599   0.0594 -32.9969   0.3536
  0.6836   0.5983   0.0534 -30.9904   0.5882
  0.6291   0.3016   0.1662 -64.5064   1.1344
  0.4812   0.3092   0.0950 -112.2870   0.5588
  0.6867   0.5058   0.0950 -49.4059   0.6890
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.5056   0.2895   0.1009 -127.0199   0.4778
  0.6272   0.1720   0.1959 -78.0983   1.3747
  0.7798   0.6475   0.0594 -35.9783   0.3548
  0.5899   0.4067   0.1187 -50.1509   0.9342
  0.7111   0.5403   0.0772 -58.2742   0.3856
  0.8507   0.8194   0.0178 -12.6745   0.2575
  0.4640   0.4758  -0.0119 -36.7567   0.6766
  0.7629   0.6147   0.0712 -39.6836   0.4736
  0.6917   0.4843   0.0950 -58.3030   0.6468
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6615   0.4185   0.1068 -77.4359   0.6340
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.9301   0.9409  -0.0059  -1.7534   0.1947
  0.9017   0.8670   0.0178 -10.7650   0.1668
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7775   0.6498   0.0594 -37.2608   0.3072
  1.0000   1.0000   0.0000   0.0000   0.0017
  1.0000   1.0000   0.0000   0.0000   0.0017
  1.0154   1.0152   0.0000   2.5221   0.1225
  0.7996   0.6932   0.0475 -27.8243   0.3240
  0.5527   0.5400   0.0119 -34.9341   0.6332
  0.6703   0.4734   0.1009 -52.7473   0.7473
  0.4190   0.2683   0.1840 -58.3077   1.1371
  0.6618   0.4961   0.0950 -45.3190   0.7604
  0.7337   0.6761   0.0356 -22.8935   0.4588
  0.9532   0.9551   0.0000  -2.8332   0.0817
  0.9135   0.8785   0.0178  -9.8078   0.1411
  0.4822   0.2705   0.1009 -151.4666   0.2530
  0.7789   0.6436   0.0594 -35.5763   0.3904
  0.8727   0.8030   0.0356 -18.3896   0.1960
  0.7454   0.5993   0.0653 -44.8428   0.3469
  0.5819   0.3895   0.1246 -53.5975   0.9739
  0.7386   0.5650   0.0712 -59.4345   0.3624
  0.8518   0.8584  -0.0059  -9.1298   0.2256
  0.4899   0.3045   0.0950 -117.8915   0.4679
  0.5743   0.2640   0.1424 -153.2819   0.5545
  0.6308   0.2850   0.1543 -97.9452   1.0015
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6526   0.4530   0.0890 -77.9930   0.4514
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7178   0.5422   0.0831 -48.3126   0.5507
  0.8497   0.7842   0.0356 -18.6887   0.2631
  0.2888   0.2089   0.6647 -150.7339   0.6518
  0.7472   0.6735   0.0415 -26.6226   0.4848
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6179   0.3867   0.1306 -54.8989   0.9831
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7455   0.5978   0.0653 -43.6617   0.3709
  0.7470   0.5881   0.0712 -43.7985   0.4354
  0.6877   0.4664   0.0950 -73.4226   0.5298
  0.4558   0.4779  -0.0356 -32.8988   0.6174
  0.8373   0.7855   0.0297 -16.7054   0.2740
  0.9852   0.9777   0.0059  -3.4031   0.0604
  0.4750   0.2657   0.4689 -188.1944  -0.4836
  0.8364   0.8074   0.0178 -15.9498   0.3148
  0.7445   0.7364   0.0059 -21.8634   0.4084
  0.8073   0.8148  -0.0059 -11.7798   0.2745
  0.6784   0.4864   0.0950 -53.8668   0.6610
  0.6963   0.2201   0.1840 -99.9671   1.2664
  0.7306   0.5942   0.0712 -38.5588   0.5228
  0.9228   0.9132   0.0059  -5.8719   0.1375
  0.7405   0.5914   0.0712 -40.9293   0.5170
  0.8998   0.9147  -0.0059  -2.5017   0.2245
  0.6124   0.5916   0.0178 -29.9004   0.5722
  0.9945   0.9896   0.0059  -1.6285   0.0202
  0.7824   0.6624   0.0534 -33.7591   0.3073
  0.8588   0.8258   0.0178 -12.8071   0.2498
  0.9791   0.9822   0.0000  -0.3608   0.0627
  0.9168   0.9308  -0.0059   1.0907   0.2254
  0.9800   0.9711   0.0059  -2.9688   0.0430
  0.3536   0.2382   0.0890 -127.4727   0.6262
  0.8595   0.7841   0.0356 -19.7513   0.2172
  0.9683   0.9676   0.0000  -2.4551   0.0647
  0.7291   0.5809   0.0653 -44.0204   0.3860
  0.5295   0.3516   0.0890 -100.4761   0.4602
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7011   0.5083   0.0890 -55.6501   0.5367
  0.5757   0.5881  -0.0119 -29.9857   0.5344
  0.3470   0.1816   0.7004 -134.8010   0.6357
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7026   0.5207   0.0772 -67.1805   0.3869
  0.9892   0.9873   0.0059  -1.3142   0.0302
  0.7346   0.5642   0.0772 -48.2298   0.4565
  0.7238   0.5515   0.0772 -47.5664   0.4989
  0.7276   0.6110   0.0594 -34.3250   0.5182
  0.4951   0.1594   0.4689 -176.8847   0.0439
  0.5628   0.2672   0.1721 -64.6546   1.2003
  0.9545   0.9357   0.0119  -5.9061   0.0858
  1.0000   1.0000   0.0000   0.0000   0.0017
  1.0000   1.0000   0.0000   0.0000   0.0017
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6483   0.4600   0.1068 -49.0452   0.8405
  0.8229   0.7427   0.0415 -22.9784   0.3209
  0.6410   0.6009   0.0297 -30.5553   0.5797
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.2994   0.1822   0.2552 -22.4121   0.9156
  0.4111   0.2630   0.0890 -134.0719   0.5789
  0.6546   0.5310   0.0772 -38.3921   0.6949
  0.9344   0.9199   0.0119  -5.7587   0.1149
  0.4307   0.1556   0.6885 -146.9607   0.1998
  0.7199   0.5083   0.0890 -60.0946   0.5683
  0.7141   0.5674   0.0772 -41.4503   0.5661
  0.8261   0.7138   0.0475 -31.3143   0.2558
  0.7838   0.6159   0.0712 -46.1110   0.4107
  0.3184   0.1996   0.6825 -144.7078   0.6048
  0.6310   0.3518   0.1187 -96.1682   0.7250
  0.7128   0.5011   0.0950 -59.7851   0.5929
  0.7888   0.6689   0.0534 -32.3809   0.3282
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7274   0.7542  -0.0237 -11.8483   0.3136
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7470   0.5808   0.0712 -50.2604   0.3955
  0.6478   0.4375   0.0950 -73.8178   0.5182
  0.5271   0.3408   0.0950 -108.7348   0.5159
  0.9488   0.9597  -0.0059   4.3889  -0.0557
  0.4479   0.1619   0.6707 -151.9968   0.0060
  0.8178   0.7419   0.0356 -21.4055   0.3069
  0.7942   0.7194   0.0415 -23.0874   0.3595
  0.7677   0.6505   0.0594 -32.3287   0.4256
  0.7622   0.5965   0.0712 -49.8567   0.3814
  1.0174   1.0170   0.0000   3.2239   0.1623
  0.6489   0.3877   0.1246 -71.1260   0.8483
  0.5372   0.3621   0.0890 -93.9761   0.4727
  0.7101   0.5033   0.0890 -59.0155   0.5676
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.9539   0.9550   0.0000  -2.7875   0.0784
  0.8476   0.7657   0.0415 -21.5176   0.2373
  0.7513   0.6986   0.0297 -21.8929   0.4364
  0.9957   0.9968   0.0000   1.4452   0.1399
  0.8368   0.7756   0.0297 -19.0980   0.2946
  0.7893   0.7243   0.0356 -23.9003   0.4237
  0.6357   0.2244   0.1721 -127.1687   1.0648
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7963   0.8206  -0.0178  -8.1016   0.2911
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7160   0.5390   0.0831 -48.7464   0.5634
  0.6558   0.4533   0.0890 -79.7880   0.4520
  0.6227   0.3580   0.1365 -66.1878   0.9345
  0.7076   0.5713   0.0712 -39.1778   0.5541
  0.9019   0.8724   0.0178  -9.8541   0.1646
  0.8789   0.8221   0.0297 -15.0989   0.1989
  0.7249   0.5610   0.0772 -45.2476   0.4791
  0.9937   0.9880   0.0059  -2.0441   0.0265
  0.6566   0.4419   0.1128 -58.0009   0.7754
  0.8969   0.9065  -0.0059  -5.6541   0.1772
  0.7305   0.7131   0.0119 -24.3291   0.4413
  0.5061   0.3210   0.0950 -104.0059   0.4526
  0.8200   0.8325  -0.0059 -10.1746   0.2575
  0.6096   0.3561   0.1128 -88.9671   0.6548
  0.7697   0.6894   0.0415 -26.4277   0.4505
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6926   0.5617   0.0712 -38.3651   0.5913
  0.8856   0.8313   0.0297 -14.3367   0.1819
  0.6860   0.5059   0.0772 -68.4905   0.3910
  0.6168   0.6285  -0.0119 -28.3992   0.5000
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6566   0.4090   0.1128 -73.0184   0.7426
  0.7724   0.6987   0.0415 -24.5802   0.4249
  0.4341   0.2781   0.0950 -113.2275   0.6322
  0.6574   0.4692   0.0831 -77.3635   0.4134
  1.0031   1.0028   0.0000   0.4112   0.0412
  0.8868   0.8780   0.0059  -8.2123   0.1917
  0.7642   0.6153   0.0653 -45.7020   0.3342
  0.5338   0.3453   0.0950 -101.4015   0.5734
  0.7487   0.5810   0.0712 -47.7215   0.4287
  0.6828   0.6448   0.0237 -28.6493   0.5274
  0.6525   0.4034   0.1128 -72.4713   0.7669
  0.6063   0.4052   0.1246 -52.3806   0.9482
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.8229   0.8298  -0.0059 -11.3925   0.2661
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6963   0.6160   0.0475 -30.4131   0.5708
  0.7518   0.7449   0.0059 -18.2389   0.3737
  0.7616   0.5799   0.0772 -50.0203   0.4641
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6810   0.4945   0.0831 -66.2073   0.4324
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7780   0.6593   0.0534 -31.2499   0.3786
  0.7081   0.7043   0.0000 -20.7307   0.4164
  0.4019   0.1986   0.4986 -170.7109   0.4679
  0.8912   0.9045  -0.0059  -4.6759   0.1929
  0.4672   0.4584   0.0119 -40.3609   0.7464
  0.7443   0.6689   0.0415 -28.5151   0.5087
  0.9233   0.8938   0.0178  -8.8810   0.1315
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7561   0.5808   0.0712 -55.9005   0.3800
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.8955   0.8847   0.0059  -8.1686   0.1864
  0.8341   0.7521   0.0415 -22.2681   0.2963
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6879   0.4942   0.0831 -61.6653   0.4892
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7300   0.7419  -0.0059 -16.5331   0.3555
  0.6700   0.4327   0.1068 -71.7482   0.6603
  0.7260   0.5531   0.0712 -59.6519   0.3688
  0.6519   0.3874   0.1068 -91.7636   0.6364
  0.7553   0.5864   0.0772 -45.0508   0.5122
  0.8169   0.7259   0.0415 -24.3210   0.3203
  0.7435   0.5952   0.0712 -40.6463   0.5130
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.4082   0.2438   0.0950 -144.0256   0.4985
  0.7268   0.5444   0.0831 -50.3406   0.5190
  0.5700   0.3527   0.1009 -94.0030   0.5165
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6522   0.3281   0.1543 -74.6361   1.0346
  0.6162   0.4451   0.1068 -46.4951   0.8447
  0.8449   0.7703   0.0356 -19.6228   0.2562
  0.7621   0.6059   0.0712 -43.3286   0.4083
  0.4102   0.1283   0.7241 -146.5926   0.0943
  0.6674   0.2260   0.1840 -80.4373   1.2688
  0.6980   0.5272   0.0890 -46.0853   0.6953
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.4241   0.2776   0.0890 -119.2068   0.4918
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.8266   0.7360   0.0415 -24.1042   0.3122
  0.8418   0.7603   0.0415 -21.3622   0.2701
  0.6994   0.7277  -0.0237 -14.0392   0.3401
  0.6024   0.3824   0.1306 -52.8094   0.9708
  0.8494   0.8337   0.0119 -11.4820   0.2548
  0.9393   0.9490  -0.0059  -1.6014   0.1885
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.8699   0.8261   0.0237 -13.6188   0.2153
  0.7386   0.5629   0.0712 -59.9975   0.3675
  0.7343   0.5650   0.0772 -45.8713   0.5205
  0.9970   0.9975   0.0000  -0.0577   0.0181
  0.9533   0.9594   0.0000  -1.7602   0.0916
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7847   0.6573   0.0594 -35.6715   0.3239
  0.7358   0.5745   0.0712 -50.3299   0.3813
  0.9547   0.9335   0.0119  -5.7769   0.0679
  0.5901   0.3281   0.1068 -119.2594   0.5221
  0.9092   0.9225  -0.0059  -1.3170   0.1925
  0.5711   0.2865   0.1246 -124.4763   0.6237
  0.4299   0.1756   0.6410 -159.8819   0.1890
  0.6754   0.4885   0.0772 -73.6599   0.4034
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.5495   0.3487   0.0950 -98.6083   0.4723
  0.4588   0.2606   0.0950 -155.8168   0.2904
  0.6794   0.6120   0.0415 -32.8516   0.5892
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7765   0.7421   0.0178 -17.7707   0.3749
  0.9857   0.9845   0.0000  -2.1793   0.0537
  0.6985   0.5210   0.0772 -65.8475   0.3830
  0.4786   0.4726   0.0059 -38.6602   0.7198
  0.9206   0.9237   0.0000  -4.6891   0.1278
  0.6256   0.3517   0.1306 -77.2180   0.8744
  0.7314   0.7309   0.0000 -20.6297   0.4001
  0.8666   0.8039   0.0297 -16.8448   0.2269
  0.4815   0.1618   0.2077 -62.6520   1.3451
  1.0114   1.0130   0.0000   4.4864   0.1492
  0.6440   0.4396   0.0890 -81.1320   0.4634
  0.3855   0.1741   0.5401 -165.4314   0.5516
  0.4320   0.3818   0.0831 -51.3871   0.9091
  0.5844   0.3989   0.0831 -89.9646   0.4487
  0.8640   0.8191   0.0237 -14.1651   0.2267
  0.8738   0.8242   0.0237 -14.4666   0.2131
  0.8149   0.7070   0.0475 -28.3415   0.3016
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.9914   0.9927   0.0000   0.0279   0.0632
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.3720   0.1819   0.5104 -168.0945   0.6923
  0.5863   0.3960   0.0890 -87.1512   0.4419
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.9749   0.9755   0.0000  -3.2384   0.0887
  0.4257   0.4497  -0.0534 -27.8439   0.5472
  0.9251   0.9114   0.0059  -6.5100   0.1406
  0.6836   0.1712   0.1959 -87.4694   1.3758
  0.8016   0.8254  -0.0178  -7.7780   0.2859
  0.9135   0.8783   0.0178  -9.8509   0.1415
  0.7637   0.6110   0.0653 -42.0139   0.4028
  0.5283   0.2745   0.1187 -158.3819   0.2259
  0.4134   0.4349  -0.0415 -34.7941   0.6784
  0.8196   0.7106   0.0475 -28.3818   0.3050
  0.7121   0.5075   0.0890 -63.6272   0.5012
  0.6861   0.4988   0.0831 -70.9853   0.4055
  1.0000   1.0000   0.0000   0.0000   0.0017
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.8023   0.7803   0.0119 -17.8185   0.3519
  0.7728   0.6719   0.0534 -28.1658   0.3880
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.5569   0.3840   0.0831 -86.3250   0.4412
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6378   0.4198   0.1128 -61.5776   0.7611
  0.8422   0.8018   0.0237 -16.0096   0.3022
  0.8050   0.6944   0.0534 -30.1312   0.2931
  0.3766   0.1888   0.6647 -149.2362   0.5394
  0.8066   0.8198  -0.0059 -11.1545   0.2744
  0.7515   0.6967   0.0297 -23.2473   0.4508
  0.7134   0.6943   0.0119 -23.1415   0.4482
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6415   0.4607   0.0831 -72.8899   0.4104
  0.6363   0.3565   0.1306 -78.8533   0.8733
  0.7813   0.6382   0.0594 -43.1246   0.3132
  1.0000   1.0000   0.0000   0.0000   0.0017
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7182   0.5117   0.0890 -62.6191   0.5118
  0.9050   0.8519   0.0237 -13.9960   0.1501
  0.7109   0.5551   0.0831 -43.2499   0.6301
  0.8819   0.8992  -0.0059  -1.0636   0.2007
  0.8030   0.6969   0.0475 -28.3869   0.2970
  0.8468   0.7572   0.0415 -23.8833   0.2328
  0.5486   0.3012   0.1068 -136.4739   0.3928
  0.7464   0.7340   0.0059 -18.9643   0.3883
  0.6305   0.2342   0.1721 -154.9775   0.8441
  0.8839   0.8631   0.0119 -10.5474   0.2209
  0.9820   0.9856   0.0000   2.0401   0.1835
  0.4019   0.4038   0.0059 -38.8160   0.8209
  0.7473   0.6557   0.0475 -28.8219   0.4782
  0.7589   0.7808  -0.0178 -11.9799   0.3104
  1.0082   1.0080   0.0000   1.4757   0.0964
  0.7615   0.6229   0.0594 -42.1052   0.3191
  0.7056   0.4901   0.0950 -62.6349   0.5791
  0.7063   0.5007   0.0890 -58.0296   0.5888
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7676   0.6686   0.0534 -29.2696   0.4298
  0.7821   0.7575   0.0178 -16.6074   0.3555
  0.6771   0.4911   0.0831 -69.1960   0.4168
  0.6448   0.3597   0.1424 -64.4276   0.9960
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.9919   0.9840   0.0059  -2.4576   0.0276
  0.4820   0.3050   0.1009 -107.8487   0.6380
  0.6458   0.3633   0.1424 -65.6814   0.9765
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6040   0.4105   0.1187 -51.6088   0.8363
  0.9886   0.9904   0.0000  -0.2474   0.0444
  0.9949   0.9981   0.0000   3.5801   0.1241
  0.3986   0.2565   0.0950 -124.7358   0.6485
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7071   0.7237  -0.0119 -15.7163   0.3507
  0.4772   0.2913   0.0950 -175.4544  -0.2780
  1.0159   1.0177   0.0000   4.9672   0.0898
  0.7010   0.5018   0.0950 -54.0191   0.6805
  0.6095   0.5097   0.0653 -40.5935   0.7459
  0.4737   0.4142   0.0712 -46.5104   0.8670
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6332   0.1836   0.1959 -76.5830   1.3513
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7716   0.6302   0.0594 -42.5238   0.3204
  1.0678   1.0656   0.0059   6.2553   0.0199
  0.7140   0.6345   0.0475 -29.9925   0.5500
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7293   0.5503   0.0831 -48.7049   0.5756
  0.7646   0.7913  -0.0178  -1.4222  -0.2390
  0.8278   0.8488  -0.0119  -7.8348   0.2861
  0.8153   0.7079   0.0475 -29.3232   0.2719
  0.4115   0.2681   0.0890 -125.5618   0.5415
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6469   0.4209   0.1009 -77.3402   0.5628
  0.8252   0.7172   0.0475 -29.5380   0.2616
  0.8103   0.8233  -0.0059 -10.8173   0.2687
  0.7633   0.6159   0.0653 -39.4252   0.4177
  0.7382   0.5876   0.0712 -41.0937   0.5048
  0.7367   0.5606   0.0712 -58.5387   0.3816
  0.8003   0.6692   0.0594 -35.7258   0.3303
  0.6827   0.4814   0.0890 -72.2406   0.4595
  0.7022   0.6123   0.0534 -33.3907   0.5936
  0.6488   0.4386   0.1187 -52.2258   0.8912
  0.6815   0.4814   0.0831 -75.4328   0.4391
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.9696   0.9703   0.0000  -1.9768   0.0568
  1.0000   1.0000   0.0000   0.0000   0.0017
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7395   0.7598  -0.0178 -16.2491   0.3658
  0.5931   0.4130   0.0831 -83.2738   0.4480
  0.8075   0.6783   0.0534 -35.6960   0.3092
  0.5629   0.1074   0.1959 -270.1418   1.6603
  0.7040   0.7311  -0.0178  -0.1436  -1.7780
  0.4170   0.2689   0.0890 -124.8957   0.5927
  0.9901   0.9841   0.0059  -2.5235   0.0413
  0.6189   0.3849   0.1068 -76.0892   0.6543
  0.7835   0.6993   0.0415 -25.4150   0.3869
  0.5375   0.3539   0.0890 -103.3536   0.4735
  0.7189   0.5311   0.0772 -62.7965   0.4238
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6639   0.6245   0.0237 -29.5820   0.5513
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7943   0.6655   0.0594 -36.1330   0.3158
  1.0252   1.0240   0.0000   3.2091   0.1641
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6498   0.3921   0.1306 -64.0966   0.9008
  0.8220   0.7497   0.0356 -20.5134   0.2971
  0.8787   0.8203   0.0297 -15.9348   0.2137
  0.6231   0.3522   0.1128 -101.3540   0.6358
  0.7368   0.6467   0.0475 -29.4831   0.5135
  0.3962   0.4160  -0.0712  -7.9714  -1.5529
  0.8730   0.8921  -0.0119  -0.3375   0.1814
  0.7810   0.6358   0.0594 -43.4981   0.3203
  0.9765   0.9805   0.0000   1.1875   0.1772
  0.4176   0.1782   0.6588 -154.4832   0.2889
  0.6631   0.5001   0.0890 -45.7420   0.6936
  0.7111   0.6062   0.0594 -32.8775   0.5627
  0.6135   0.3115   0.1424 -87.4606   0.9243
  0.4670   0.2938   0.1009 -110.7972   0.6520
  0.5145   0.4843   0.0297 -39.2540   0.7327
  0.4522   0.4084   0.0594 -47.0426   0.8644
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6218   0.4389   0.0831 -79.6554   0.4186
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7536   0.6111   0.0653 -39.0818   0.5025
  0.7111   0.5338   0.0772 -62.4290   0.3863
  0.6423   0.4598   0.0831 -74.9044   0.4096
  0.7214   0.5597   0.0712 -54.1133   0.3622
  0.8266   0.8354  -0.0059 -12.4413   0.2875
  0.6869   0.5674   0.0712 -36.5368   0.6294
  0.7068   0.5662   0.0772 -40.2383   0.6487
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6857   0.4629   0.0950 -68.1044   0.5811
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7192   0.1234   0.2018 -126.6264   1.4482
  0.6151   0.5509   0.0475 -35.3716   0.6650
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6119   0.4171   0.1068 -55.2241   0.7668
  0.8522   0.7866   0.0356 -17.7196   0.2428
  0.6604   0.5944   0.0415 -31.3199   0.6013
  0.8661   0.7928   0.0356 -19.6050   0.1884
  0.7706   0.6222   0.0653 -42.8094   0.3597
  1.0000   1.0000   0.0000   0.0000   0.0017
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7440   0.6529   0.0475 -28.7708   0.4805
  0.7424   0.6080   0.0653 -36.2376   0.4339
  0.6933   0.5003   0.0831 -65.5704   0.4533
  1.0000   1.0000   0.0000   0.0000   0.0017
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.9369   0.9281   0.0059  -5.2891   0.1212
  0.7726   0.6243   0.0653 -39.5838   0.4794
  0.8435   0.7518   0.0415 -24.1832   0.2463
  0.8822   0.9007  -0.0119  -0.4415   0.2262
  0.7782   0.6441   0.0594 -39.9749   0.3053
  0.6556   0.6407   0.0119 -23.4180   0.4916
  0.6497   0.3856   0.1128 -83.7068   0.7249
  0.9870   0.9827   0.0059  -1.9180   0.0373
  0.6816   0.6465   0.0237 -25.7931   0.5118
  0.5594   0.3084   0.1068 -128.2684   0.4643
  0.8868   0.8924   0.0000  -7.1025   0.1849
  0.7530   0.6281   0.0653 -35.7436   0.5088
  0.7565   0.5774   0.0772 -47.5985   0.5190
  0.7658   0.6404   0.0594 -33.6217   0.4215
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.8390   0.8085   0.0178 -13.4460   0.2798
  0.6407   0.3999   0.1128 -70.1301   0.7655
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.9976   0.9979   0.0000   0.0327   0.0276
  0.7360   0.6436   0.0534 -28.9158   0.4732
  0.8579   0.7980   0.0297 -17.1533   0.2456
  0.3751   0.2366   0.1128 -120.6060   0.7536
  0.3242   0.2561   0.2255 -49.2256   1.0927
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.5818   0.3859   0.0890 -95.7910   0.4471
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.8276   0.7278   0.0475 -27.1157   0.2534
  0.6403   0.3906   0.1306 -59.7079   0.9269
  0.7510   0.7774  -0.0237 -12.4712   0.3454
  0.6497   0.2677   0.1662 -96.7500   1.0963
  1.0000   1.0000   0.0000   0.0000   0.0017
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7895   0.7946  -0.0059 -16.1797   0.3363
  0.9382   0.9362   0.0000  -5.1936   0.1262
  0.9886   0.9905   0.0000   0.6996   0.0949
  0.7229   0.6084   0.0594 -34.3118   0.5492
  0.6750   0.4858   0.1009 -50.0003   0.7554
  0.9811   0.9842   0.0000   0.5038   0.1154
  0.9253   0.8922   0.0178  -8.9115   0.1164
  0.6843   0.4552   0.1009 -70.1710   0.5978
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.9804   0.9773   0.0059  -2.1990   0.0505
  0.7222   0.5311   0.0831 -52.7404   0.5510
  0.6493   0.5028   0.0890 -42.1159   0.7261
  0.7573   0.6175   0.0653 -38.2192   0.4865
  0.7464   0.5530   0.0831 -57.0843   0.4675
  0.5940   0.4008   0.0890 -93.0668   0.4692
  0.7230   0.5502   0.0772 -51.1309   0.4468
  0.9766   0.9804   0.0000   0.5794   0.1401
  0.6932   0.5035   0.0831 -69.5742   0.4158
  0.7163   0.6020   0.0653 -34.4869   0.5562
  1.0000   1.0000   0.0000   0.0000   0.0017
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.8821   0.8807   0.0000  -8.7138   0.2036
  0.7883   0.6568   0.0594 -38.1528   0.3061
  0.7580   0.5941   0.0712 -43.5205   0.4726
